dim 1,dim 2
-32.604763,54.706047
78.36368,-13.927538
25.142824,-65.85901
51.33695,4.2500577
8.272762,0.3566656
6.914609,-50.30531
-7.6564946,17.049332
-5.248926,39.264328
50.477444,-19.542
-43.241116,-5.854658
-23.901802,40.320686
-22.31692,45.178787
-12.311148,0.17640209
31.503563,-1.2770735
34.762375,56.92987
-24.403313,-8.746247
79.828156,11.946788
41.10176,-49.909016
-43.851036,6.461179
76.27553,-4.728362
-22.268059,-5.991374
13.751414,39.783524
15.48906,-83.38388
-51.41324,-0.7805789
-13.984923,54.0866
-29.402456,-69.18211
-14.547412,79.484055
44.496353,65.65089
19.859022,59.661842
-37.56592,56.43301
27.185913,39.36516
1.0781628,20.104994
-9.779544,-47.82785
45.196587,-9.537305
1.5363425,62.841896
-2.8093352,21.478659
78.296425,13.575001
1.379111,62.035633
-18.319407,70.792076
10.707097,19.797321
2.9289818,-77.781265
14.139442,41.126205
51.150284,16.005857
73.02531,1.5889741
18.029139,-24.268663
-82.91634,8.7008915
-6.7651577,4.69993
6.1803665,50.96133
-49.552082,3.217922
54.235023,33.39294
15.409588,-26.134905
39.159702,72.54427
50.95437,-41.35478
-30.139502,-26.264614
-46.776638,41.479073
-77.3216,-45.18717
-14.012649,-14.06752
50.283062,72.257256
15.908119,42.827232
-33.144024,-49.614307
-15.923865,-84.45986
25.866854,-8.690369
-17.75107,62.79127
39.98357,-37.7056
-27.493969,-44.88608
-37.977585,-5.7280684
76.65828,13.527176
-76.904755,-45.603745
74.01397,-20.140827
1.3451295,6.908385
-31.93261,-67.782036
-6.910519,-48.029934
-55.84495,-57.674366
-50.18733,36.22996
-75.431465,-18.84609
-3.7692087,45.27077
-35.67735,35.282867
-39.234653,-28.848309
-42.887756,-36.147114
-9.751231,-56.94065
-82.12415,34.66532
-17.853933,1.7543766
-60.674904,10.519953
10.885403,31.549477
40.39242,16.926977
7.0527396,35.345955
-6.5715485,53.457363
23.758938,91.372574
-81.89692,8.050428
21.539352,11.339278
-15.166122,41.93379
-35.321926,0.037893876
9.044305,-81.770706
41.46983,34.223988
-10.465633,-70.907585
72.373375,40.747017
-26.79681,39.430214
24.449114,-70.61497
-69.7942,-48.64902
-21.580915,-41.191612
-10.93594,-11.897496
-23.854303,-3.8580654
4.9851947,31.855412
-1.783608,-56.4554
-18.011015,71.00557
55.448162,-62.974277
14.813332,-25.814981
64.335754,-31.66168
84.91735,-19.551756
-58.232635,16.324816
63.377625,-60.760044
38.536026,7.856307
32.95201,89.3593
38.984684,-55.63808
37.782974,15.819357
6.039092,-1.192024
79.06585,-17.545921
12.6706705,62.097916
29.087917,-53.228973
-2.2027106,38.698845
22.361654,44.21306
25.615833,-16.018696
53.383167,12.820935
-0.9786882,-23.397577
-76.98159,-45.755524
-67.35261,-23.659927
47.44391,-17.113117
15.940125,20.496231
21.401104,-3.1790187
7.6595445,62.130898
-32.76153,-65.69133
26.47722,-58.149654
20.972979,41.014
76.86462,-39.325764
-12.707805,25.059155
21.685951,35.113636
-12.652843,10.129875
-38.724632,74.34045
68.53998,-43.086624
43.405815,-51.933487
-9.197988,25.753748
-12.399032,0.11515357
40.48435,71.74165
0.53311956,-11.039046
-43.896248,20.525951
-21.42287,-34.303795
31.727062,86.46037
44.15799,-0.36397013
-5.223912,53.447887
27.113808,73.70326
-17.617537,-81.76759
-71.60266,32.340397
10.417728,13.7856045
-37.56647,-15.935274
22.512955,28.922064
-90.23501,20.734627
25.925426,-69.35614
0.6242314,53.147476
-3.6060843,-87.11819
34.46435,-58.33694
-74.558876,-4.5172105
28.524414,47.155468
4.103991,-55.30543
-4.011478,29.410618
-36.745094,-28.63387
4.964719,47.149467
45.8094,65.17784
24.04302,-8.669428
80.516205,-18.606441
78.15239,-2.6078203
-34.7031,-44.869606
-18.24242,1.0286745
-2.6550512,-49.47621
-48.539703,-8.640955
-57.465416,40.69677
28.99818,39.14643
-49.936,3.0743122
-49.278538,-25.031286
-53.44085,-24.02482
30.017012,80.02662
68.53278,3.4954095
-62.162098,-0.13151114
-16.00207,-82.29122
-78.43965,-14.776958
10.848397,-82.09491
39.521152,-66.85592
69.70401,-1.2865756
14.481975,30.18437
-44.37743,4.5767107
42.63779,58.353893
-28.310001,-69.723785
-22.537386,5.9755363
-1.8068017,-56.17662
-0.26371935,-59.603096
-3.9621482,-1.7054896
-62.55557,1.1713707
-46.056572,1.9281327
1.7134606,4.873346
12.512686,12.85029
-42.761776,-34.8055
-8.181987,96.53527
10.352941,-66.41814
15.125426,-49.275406
-36.392292,-29.705755
61.196564,13.669477
-1.4652652,-73.387054
27.556042,-9.263943
-26.343143,-44.691555
-60.016544,50.103798
-43.58558,-35.10188
-23.708239,36.030003
44.561043,-16.593985
-23.933657,-65.868065
-19.892237,2.6267507
-5.1821756,-48.290443
7.427519,86.42402
-57.313557,-14.63846
7.447496,-2.4229321
38.746895,18.348104
-21.374027,27.888607
-71.81196,-15.54232
-72.42572,38.11091
4.1924706,-41.617443
25.14708,36.589962
35.06453,36.671124
46.34471,12.795175
27.212942,-67.565285
-56.308804,44.219482
71.26585,-42.63972
-50.4066,-22.232443
23.608496,74.65879
6.0512943,-19.880527
-8.941191,41.469906
47.835133,-21.793503
3.97504,-26.83318
41.44045,-78.37985
-10.595998,-71.136566
35.03664,-23.139196
-42.63307,13.103436
-74.38594,-18.538511
44.955868,-10.890341
59.166485,-65.10153
28.884754,25.927721
-74.87827,-2.3788793
60.84606,-28.16448
-1.7209549,-72.86362
-7.372233,11.534905
-22.801664,-53.12333
39.059628,-54.943863
59.420338,-60.451042
37.708015,-39.407898
15.856551,76.56265
66.97307,-40.761333
-56.633587,4.5348997
-34.38642,36.866207
27.413116,38.412643
41.264454,38.983616
-1.5722009,-14.512795
-24.199604,-16.323854
31.352192,-51.43886
-1.3881084,47.604393
-2.531885,6.3214645
-7.901758,26.646767
-43.404568,40.35184
-32.13735,-15.589116
49.670376,32.324318
-14.501616,-37.20893
23.613897,-64.54487
-28.88436,-52.343243
-64.33491,23.200603
17.434525,13.965278
79.78884,-0.6641852
4.1285186,26.07214
64.65253,-31.145237
53.83895,-9.048508
-15.711284,-26.053965
-9.31546,-7.6491394
33.058666,-37.21032
-1.9447219,44.347626
-44.99103,-35.089535
74.47094,-15.511188
71.54349,11.375091
-23.756956,24.186623
-47.85267,-58.018105
54.220196,58.309673
-24.698729,-64.25788
-6.2180576,18.598204
25.461866,-56.735252
8.24254,-39.847115
-19.371668,-84.585236
-44.036873,-35.171486
43.438515,-79.85569
-23.522299,15.843247
-35.249893,-24.072517
-62.352596,-4.343726
-33.1956,-14.64825
-75.46062,-1.2502431
-15.390109,24.687542
53.13329,25.494026
18.621502,25.607052
3.5817814,-23.595472
75.575066,-20.070473
28.68443,74.74194
-54.031,-11.680138
-57.513973,13.75302
-34.68323,15.731178
-75.41824,-22.086815
41.161003,21.312986
-46.725674,-40.928207
38.19302,6.275941
38.231903,-33.628384
-77.08596,-23.586634
9.721434,-68.79408
-41.10976,-46.278072
-27.12467,2.871312
-20.750961,44.75242
78.28841,-2.923543
-6.303275,42.198105
6.448408,26.783155
42.86527,-79.750984
7.785541,-50.406292
-26.719461,25.159794
64.08166,39.94066
-38.76652,48.54943
-70.757935,-28.600754
-39.03382,76.76487
30.712881,62.792892
-24.483902,44.531155
26.796587,42.381004
-4.581739,-47.550148
3.2130845,-26.861694
-1.2612776,-26.871872
3.523853,60.526047
-1.237634,-86.19808
-79.07401,4.911915
-12.518651,-14.807432
26.115143,42.17791
3.2200186,-26.833683
-28.325323,63.33757
31.640247,-48.279472
-90.73884,21.954935
-71.11564,11.220373
33.17813,-22.325022
-8.341705,-8.089566
15.8525915,-50.474537
-26.960943,-56.43032
-83.48117,10.061505
41.381245,28.73209
-0.38555828,-87.14925
-79.6623,16.040869
-48.856007,-45.54948
18.386356,-32.686928
78.655525,22.5244
-51.17196,-15.145725
79.4554,9.734867
43.74467,3.7033403
-15.818375,37.668797
12.266077,50.02166
-25.607588,-66.647
42.4069,-38.402218
26.849867,-1.2143403
84.56801,-17.94764
26.104006,32.027725
44.747578,-79.57143
-56.178356,24.59185
-37.093292,75.59674
-76.56207,-16.55766
71.27696,-42.630394
24.033237,-73.10362
-43.658108,45.252266
-2.1315129,-25.208927
14.412342,23.283993
41.858925,16.610355
-58.48059,54.460556
2.1481192,-93.59268
72.7153,1.462513
-15.857673,-84.61469
20.921738,82.754715
-50.133232,36.197964
13.987269,-62.4897
-75.180855,-12.936174
-45.292835,-30.338388
52.504482,62.91034
3.755486,-2.9932165
45.847992,56.331596
1.0834812,-44.19776
0.57422936,-12.66765
-55.357487,14.241017
16.029211,-47.85744
31.297699,25.185343
-14.815377,-29.153177
33.263317,27.090086
52.536457,40.210712
34.74915,-8.792828
-9.2548,-61.185093
45.094048,64.01234
-53.83225,-21.557596
62.204823,-9.345288
12.846962,-37.142036
30.707127,41.13706
3.4005404,-66.9473
-42.391155,-38.152298
-38.03556,-26.584517
41.092888,73.25971
-0.041179404,30.218763
52.003624,17.216976
6.8533435,59.036125
-6.5151033,97.76624
56.89118,-28.743547
-56.785915,35.06187
-48.998104,-33.461727
-7.4562187,-54.323658
18.799507,-26.986444
-25.804443,9.849634
37.217293,25.729986
25.655947,-73.41723
12.586753,-58.593307
5.435241,-1.2339776
-25.761234,19.211872
52.579857,65.17837
59.409218,-15.731156
-29.642065,-69.71933
-56.65786,-13.897938
-14.643099,58.928707
-69.62927,-54.00912
-22.983438,41.52121
-0.4602526,-12.43789
-71.43251,38.21872
-54.169537,-58.874077
68.622055,-41.385857
54.66255,37.97032
5.4124947,29.764019
-52.66757,-14.413639
78.19483,9.676689
45.485657,65.945175
12.85255,7.5145507
-12.661109,10.485053
-30.772306,-56.817677
2.4276612,7.6452827
51.242676,70.00018
-26.452942,40.876274
22.497368,13.476763
-20.784899,-7.1564436
-10.068974,-6.8014793
48.804085,-20.13729
48.16029,37.29592
-37.479015,-4.520281
-32.294895,-26.383892
-0.32824475,9.792742
-0.80678016,-43.960323
14.18542,41.47552
18.73757,-26.872383
35.133602,-6.0707974
-17.5866,77.84663
25.551004,30.62586
-20.349865,45.0071
-27.987736,57.38582
35.9721,87.40014
-25.031445,19.315603
4.5868845,10.079246
-83.02314,8.597084
14.564963,88.9888
15.340952,38.160156
-76.91662,-23.627073
33.399044,48.572422
63.805977,40.279457
-2.78439,94.31434
-25.288736,25.995996
-3.2098327,94.43884
-77.83981,-14.488246
39.819725,-36.85388
23.356546,45.838844
-32.29819,-76.14462
-4.984188,7.6051383
16.832047,7.7334347
30.99059,-53.490135
-33.538815,36.437614
12.322788,53.531998
-9.009563,-56.878723
-76.99405,41.591183
42.01918,-51.707703
-47.804527,-41.28096
-69.47687,11.137137
5.127324,-65.54169
47.927383,10.649878
-4.3968616,73.11295
-55.56092,55.209095
-24.9773,39.768307
26.1752,-31.130747
40.504257,-72.20344
-58.646503,46.426273
-46.17547,-35.775845
34.085033,48.402065
71.23691,34.314976
21.395296,-2.8592825
-76.76171,-18.636343
-26.98993,51.23278
-1.7290831,-45.090534
2.9232857,-39.586006
-42.464573,43.78345
-14.936804,39.277416
-2.4736495,-1.6412231
-2.7900453,94.30601
-33.439484,21.795687
-13.5494375,-72.55708
27.519768,64.05575
-78.50163,-14.307428
-9.664193,-10.269202
-63.948063,36.02216
-13.469716,15.041917
10.722696,-74.32057
38.35238,57.63044
-11.747234,-22.76331
37.060413,69.263916
-74.44537,-13.427416
-12.074866,73.44423
19.617838,38.8028
21.346655,49.871113
-40.945774,37.30233
-6.389774,54.76141
-59.463554,52.629547
-44.77948,-5.1321464
28.528498,69.36345
-18.210888,-84.527824
-11.532428,51.219547
-32.818623,-18.047775
-62.279167,7.4095883
-23.88374,-79.09139
-11.369752,-37.849884
-52.21594,-14.496176
68.57841,3.419245
-19.03925,-23.523891
38.368885,-69.05228
-10.087737,-10.706715
-70.49747,11.348111
-35.726418,-48.17522
-43.842506,44.98762
28.005125,66.68925
4.171312,-64.95935
0.07360325,-87.48837
26.57145,36.312477
-21.030066,0.48103973
-34.463474,34.893547
-37.23918,-27.72597
-21.1328,44.143276
-14.894116,-28.727068
-30.009558,-64.22416
-30.517609,-56.60754
-18.404463,41.877644
39.290245,25.881163
67.808,-42.185818
14.549841,30.572826
-29.676027,13.003062
59.520473,25.863298
21.194172,-27.027052
23.299763,65.79919
28.99408,1.3114989
56.459717,-29.016855
-38.067997,17.378414
-3.9627542,35.464703
-77.63847,43.920223
5.4374533,-66.5113
42.04584,-38.284252
36.372967,37.640217
4.2271338,26.363775
11.104334,35.158703
-23.063906,-35.503773
-36.257954,-43.203247
-50.25837,-55.83177
10.890265,54.044014
-27.416763,51.686214
52.348343,9.48105
-26.452791,-47.202293
65.79569,41.643635
-44.364048,63.35776
-76.009995,-45.132114
-27.394636,51.383602
19.716646,-4.936096
7.278442,49.93356
-40.533382,-78.96617
79.268074,-15.859427
-33.518612,36.445385
-18.457945,63.2119
0.08666191,-46.379105
-5.93176,33.349773
-7.8160543,30.558958
73.932724,-17.48143
-4.123964,-47.3283
43.884094,-76.9814
52.37248,23.864504
-4.584251,-19.893932
36.420418,87.46232
-50.02492,-6.4017644
64.02631,-60.63918
27.86815,69.82846
80.08045,-42.949512
34.16216,-5.8802137
33.206726,27.217802
-77.901184,-24.865755
-20.107828,-91.14653
-70.06206,-2.2817335
61.684864,-14.394643
-20.309578,-49.74066
18.307562,-6.29008
11.156206,-79.90643
-63.712765,-1.7511406
44.894722,-51.116894
34.34528,48.276882
27.084455,1.5949614
-27.914276,-45.488132
-13.658346,60.245235
-77.33879,40.55745
-19.286665,53.407608
-50.813255,3.3853705
-39.88491,14.087393
-20.238108,-89.51204
84.11542,-19.31747
64.64573,-31.183468
21.621372,-53.52954
63.847305,38.395462
28.57316,74.44576
78.667694,-4.1320157
-18.499945,-47.29571
-0.63620436,-74.18105
26.672205,80.59071
-31.675922,-51.631256
-25.067951,-68.28998
-64.63758,33.29583
41.035904,73.0595
54.584976,-8.603883
-23.880318,-71.74341
-77.637085,-25.72478
66.62686,-22.215351
64.44106,21.899036
54.96083,-41.87717
-29.054388,-71.32518
49.831272,-30.83208
20.85149,-57.156338
46.312954,-30.31347
-58.8773,26.624418
-19.04945,-47.915966
50.938866,-41.29341
37.071674,39.02965
0.7259777,42.20504
-22.936855,-43.187286
60.339943,-22.950914
60.45273,-28.32353
-39.224022,57.70808
38.11312,6.259332
44.965622,14.28152
18.612413,25.613317
-46.43793,-19.09936
21.469728,-50.239635
58.156418,63.947407
40.49529,22.00527
-7.3092694,-7.118969
27.563637,74.23599
46.3828,-9.641459
-12.687781,-22.70677
-33.17059,20.563345
-45.683937,-27.656317
-20.039288,61.93996
19.729042,27.151894
39.88179,-36.93087
40.65628,32.796284
67.03434,-24.886414
36.41286,-31.44521
16.154175,7.665733
-38.037155,-46.453503
36.78026,43.923386
35.768364,45.093124
16.855848,14.011239
-33.67834,22.467436
-27.382282,-74.0866
-78.9078,-21.995304
-14.921901,22.170994
-20.087048,-47.832527
26.33285,-66.02766
51.061882,-1.964205
14.832561,25.208593
-49.100414,-20.639948
-27.578344,-16.065504
-47.534454,-28.142742
9.676398,-19.899807
-31.569178,-16.890793
8.997907,30.616598
-54.190655,-24.834806
8.1368,-71.86988
-1.0286653,-86.3726
21.721628,43.830513
-27.28144,-44.654163
8.143423,82.41017
54.35305,34.418198
-82.95207,8.744488
9.015468,2.3005111
-40.74501,-80.32752
20.115822,46.098553
-28.214565,17.452446
15.999657,16.452967
-30.668673,25.63734
49.141262,57.58975
-58.042706,-56.259132
-77.62694,35.98499
-27.515303,-33.94948
-9.551204,-47.2869
-56.452488,11.744153
7.8831997,86.51153
30.627956,62.746647
-61.29425,-17.67874
31.075577,-41.80382
45.13598,20.861506
-46.851837,-55.559174
3.9265802,-39.835476
-56.710114,43.21227
10.918505,-15.0402975
-29.543514,-63.247627
-12.574984,-9.134804
39.27901,72.66318
12.551812,39.730732
-50.25385,0.39002165
-92.07947,18.55359
78.68933,-42.993202
-64.31398,36.40165
20.074905,-26.569641
15.353053,-30.797377
70.05224,-1.3042907
-42.48921,62.004936
-13.858998,60.307545
-82.75383,36.56432
52.29375,-60.72101
-10.414835,-9.99333
-5.4646697,66.47434
0.7524801,-12.716283
21.989847,75.10308
8.521886,-40.856903
-2.6144361,-87.67128
11.142553,24.5614
-42.845627,44.86972
-56.304432,-29.169748
57.680065,5.2250056
13.715806,87.898415
27.436958,74.20273
6.7775326,86.17864
1.1599445,-92.62258
-71.23927,-24.836277
22.647974,73.730446
-6.975975,3.4784908
-22.844301,25.695173
19.619734,-57.420662
-39.866074,-25.719004
-2.0452604,-25.150728
-52.494217,-45.12887
-6.474344,19.075848
-19.659742,-92.292336
-72.930756,33.36692
-3.9674325,-58.30125
-40.68381,39.88526
-73.20579,-9.45862
-9.8817005,-71.38245
49.336758,30.072397
-79.81472,37.967922
22.24422,-49.054768
-3.9517372,4.8259954
39.79294,-36.845695
-76.59696,-11.608701
-55.155487,29.134232
-52.103477,27.130276
-57.15972,-30.598434
20.879412,76.42283
-19.400211,19.920282
41.289463,19.465912
29.889456,43.886566
-9.137908,-61.150967
23.02189,10.384239
-1.0029697,-9.579075
-69.281624,-51.199696
-26.409813,-29.242989
-48.062077,-7.7344713
4.989324,9.400139
-37.511456,-44.75547
17.936672,73.41146
-42.637856,45.767654
-13.068215,-25.3967
-15.142845,40.21732
-28.052292,-7.3722234
-14.039296,25.139492
-42.088886,6.5758286
-50.131527,-6.32247
-11.373663,56.831066
-77.647125,9.59289
-12.166175,10.456229
-42.13116,45.010468
-65.96582,-21.440178
9.957378,-66.6005
53.841385,-9.055891
78.6604,22.513897
-31.814474,3.8531635
-31.901743,59.89369
-70.17889,-45.87759
58.982956,4.8877625
-72.183525,-16.845392
-48.945942,-54.443413
78.76164,-4.349359
64.78969,-18.176706
16.100615,6.94889
80.86025,22.542048
61.947357,-61.578075
-5.1969957,15.599536
24.219736,67.31767
-2.416579,-49.15603
-56.965073,9.610068
6.5511537,42.59788
55.376854,-13.719079
20.986315,-57.766655
0.2550467,-25.182821
-10.364481,-11.637448
18.02261,-1.7288218
9.091911,-74.88865
47.64955,20.128082
23.713226,38.07403
33.633686,37.524906
55.63232,14.481479
31.930971,-21.069082
-23.173395,16.073309
-34.92545,-13.170409
-33.91183,-20.344805
-54.48425,27.57127
-62.012924,26.02678
39.884724,25.177418
56.519802,-64.508766
36.2383,36.523323
71.76014,11.291872
-18.50123,-89.786385
35.107788,-25.763193
-6.7596807,55.35821
-25.16685,51.33843
46.157024,23.958807
-40.124905,-19.071514
85.71204,-18.468449
-6.12931,39.946922
44.215694,-75.18325
57.975388,7.1681314
-74.86109,-2.250038
22.357658,-26.400837
55.459774,-41.172092
-66.70996,-48.094612
-44.93645,33.829296
-6.12478,25.390982
-31.342455,21.352943
51.85225,15.420858
-76.79302,10.548182
-24.791485,31.09207
25.106367,76.61712
38.480907,-54.54195
-50.916775,13.321434
30.903713,76.30507
36.943493,43.90892
-20.11519,1.1570358
-66.926575,6.886986
-27.737972,-7.3159814
-51.3626,-41.0993
-17.898304,2.7645702
-24.905506,43.038742
37.329548,-6.1034636
56.55423,-43.218468
7.482206,-3.344927
42.897972,-69.32948
-21.646185,-76.02263
42.19966,-37.572205
10.556129,51.261967
46.11312,3.90355
-16.752232,5.80679
10.8810215,-18.737343
6.1336303,89.16871
62.396107,10.851043
23.837828,91.33069
54.25491,22.73839
-6.7859936,64.67322
-7.6499066,4.5157833
34.1173,-61.761974
53.333706,-40.203445
39.777348,-70.51514
67.09538,43.60244
56.172737,-18.098656
4.5708165,27.780735
3.5193226,60.5414
31.045305,79.35227
-49.014484,1.8959349
-11.069875,-22.047012
-28.986868,-16.747736
62.335785,-8.567655
-18.622965,54.55415
54.15943,58.212936
50.6069,-23.614576
-5.534656,-36.700367
-9.575602,40.113674
-18.540693,55.709164
-58.32571,43.172703
-50.58487,-6.9294915
46.083,56.567776
-40.242393,38.773636
-3.1987658,-71.93379
-48.149868,-47.429733
-33.341396,-68.00018
-19.859854,-48.89123
-35.661896,3.7897615
19.717663,-6.6132894
-47.84279,4.4832
-28.18373,9.074079
-67.02113,-14.186348
20.055592,48.909397
27.508652,62.279427
-77.356285,40.56162
-18.972149,-91.50339
-0.86654377,32.82277
-76.52753,-21.509666
-40.781258,39.955307
-19.026825,-23.652227
54.338757,-54.12662
-73.18013,-21.009008
78.8495,-16.738783
6.2500978,89.807755
-11.599461,-7.88896
-23.622435,15.690925
37.71734,-72.17909
37.9861,-38.501812
-17.751436,76.71193
-21.918219,-29.83839
18.838205,36.211647
50.633423,26.043537
42.320187,56.201668
-13.912391,-50.08096
16.519964,-25.36444
-21.2839,-49.678524
-60.100838,50.21414
-73.72619,39.61341
-19.80403,-82.98396
-38.866592,29.18782
-66.25493,23.54992
-5.5455937,29.474062
-42.289574,-43.376785
-46.882362,-46.07329
0.74554014,-72.692
73.586494,1.3309959
-20.743935,18.600662
-67.444496,-44.058636
54.488224,21.953041
26.279345,59.42624
15.14494,24.34964
4.645496,-68.288765
83.64804,-3.5789082
-27.552912,10.342709
-77.97613,41.950737
21.790741,43.980865
-76.38154,-14.051988
61.447876,-61.86453
-20.6732,29.825058
-15.411693,-72.62414
-59.46836,-52.756325
47.78323,33.306374
22.616875,77.880394
42.99107,-37.80147
-59.138176,-18.428871
42.42025,2.8264508
-59.209198,5.6461163
-45.08925,33.780094
-29.616917,-55.787674
-29.806782,-45.67182
44.344624,-10.187733
-53.172276,-31.148306
55.55408,11.632075
-20.79164,-27.040659
78.52487,12.081424
-80.62119,-20.36448
5.72572,16.175934
7.133857,-21.007746
10.091435,13.710597
68.53172,-0.57568794
-21.630526,-92.125275
25.548801,-5.524293
-19.400782,-14.41848
-21.814325,9.390524
-20.659372,-50.255375
-18.70375,-91.30739
-69.730095,36.409645
-19.407818,-5.6725903
38.09283,-20.354326
-74.03479,-28.493412
31.254831,1.2541233
-58.30294,50.987797
52.333054,-16.058285
-11.357377,-37.494938
-34.496338,0.11639725
6.115823,89.14385
34.68022,-7.9393954
-2.0796366,50.95408
0.17915957,60.75606
67.4747,36.154263
32.498108,32.259987
55.2104,62.71081
8.970397,-81.8331
40.612232,17.707514
3.1577227,9.0560255
14.1066675,87.63313
30.553366,-63.281517
24.482042,-75.81126
-13.688196,24.511087
-59.861965,-21.555008
9.079156,-78.670944
2.1990662,-3.0609648
40.801975,16.61965
-17.27282,3.1869915
-0.6110232,-54.90322
-46.88338,2.1161416
0.40044743,30.563498
33.498966,76.42586
79.77506,-4.9493647
-16.120104,4.131806
21.276348,82.29407
-5.830446,77.407074
-15.213251,-49.782722
50.769993,-23.992912
69.41016,37.985355
-77.54932,9.692812
62.642357,39.24147
44.69252,-12.586394
55.16071,-20.391535
59.5687,-19.049223
-76.533875,-25.036377
52.715378,32.928493
-75.08453,-14.147444
-36.99595,73.16517
-47.53315,-16.904469
61.488274,13.2457485
-19.500004,19.105032
30.669552,-31.221876
8.536315,57.332447
-57.566868,-58.18275
15.2510195,76.17851
4.01922,28.405472
-60.812508,-15.530741
-35.887287,-21.348352
-19.111393,-27.911077
72.59927,42.45191
-62.566956,12.697257
27.271109,-2.776248
-35.099022,-30.214714
-49.19978,2.5007772
46.381706,11.770827
